pasta	nome	bytes	modificado	url
Parte 1/Pet15478	00007 Documento comprobatorio - Documento comprobatorio_b03891ab.pdf	10200104	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00007 Documento comprobatorio - Documento comprobatorio_b03891ab.pdf
Parte 1/Pet15478	00016 Recibo de peticao eletronica - Recibo de Peticao Eletronica _baf9d6c6.pdf	117125	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00016 Recibo de peticao eletronica - Recibo de Peticao Eletronica _baf9d6c6.pdf
Parte 1/Pet15478	00023 Recibo de peticao eletronica - Recibo de Peticao Eletronica _f9480eee.pdf	117123	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00023 Recibo de peticao eletronica - Recibo de Peticao Eletronica _f9480eee.pdf
Parte 1/Pet15478	00027 Recibo de peticao eletronica - Recibo de Peticao Eletronica _689f39a6.pdf	117879	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00027 Recibo de peticao eletronica - Recibo de Peticao Eletronica _689f39a6.pdf
Parte 1/Pet15478	00008 Documento comprobatorio - Documento comprobatorio_3a0fe829.pdf	2418046	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00008 Documento comprobatorio - Documento comprobatorio_3a0fe829.pdf
Parte 1/Pet15478	00011 Certidao - Certidao de distribuicao de processo_02bdae46.pdf	60830	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00011 Certidao - Certidao de distribuicao de processo_02bdae46.pdf
Parte 1/Pet15478	00024 Intimacao - Intimacao de Despacho, Decisao ou Acordao_d2c5756b.pdf	565802	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00024 Intimacao - Intimacao de Despacho, Decisao ou Acordao_d2c5756b.pdf
Parte 1/Pet15478	00032 Peticao inicial - Peticao inicial_fe216871.pdf	2279387	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00032 Peticao inicial - Peticao inicial_fe216871.pdf
Parte 1/Pet15478	00025 Peticao - OFICIO 281072026-BCBSECRE - Banco Central do Brasil_972cd596.pdf	241370	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00025 Peticao - OFICIO 281072026-BCBSECRE - Banco Central do Brasil_972cd596.pdf
Parte 1/Pet15478	00034 Recibo de peticao eletronica - Recibo de Peticao Eletronica _aaebbb31.pdf	117913	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00034 Recibo de peticao eletronica - Recibo de Peticao Eletronica _aaebbb31.pdf
Parte 1/Pet15478	00029 Peticao - Oficio n. 3462026GabineteRFB, Receita Federal do Brasil_70ca3bb9.pdf	4256754	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00029 Peticao - Oficio n. 3462026GabineteRFB, Receita Federal do Brasil_70ca3bb9.pdf
Parte 1/Pet15478	00020 Comunicacao assinada - Oficio 148322026. Determinacao de diligencias_Relator_f36e12e7.pdf	440793	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00020 Comunicacao assinada - Oficio 148322026. Determinacao de diligencias_Relator_f36e12e7.pdf
Parte 1/Pet15478	00026 Peticao inicial - Peticao inicial_e849cf14.pdf	198576	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00026 Peticao inicial - Peticao inicial_e849cf14.pdf
Parte 1/Pet15478	00017 Decisao monocratica - Decisao Interlocutoria_4214bbbe.pdf	218657	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00017 Decisao monocratica - Decisao Interlocutoria_4214bbbe.pdf
Parte 1/Pet15478	00003 Documento comprobatorio - Documento comprobatorio_bea1b030.pdf	4824200	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00003 Documento comprobatorio - Documento comprobatorio_bea1b030.pdf
Parte 1/Pet15478	00012 Decisao monocratica - Decisao Interlocutoria (Pet 15198)_31014fd3.pdf	192161	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00012 Decisao monocratica - Decisao Interlocutoria (Pet 15198)_31014fd3.pdf
Parte 1/Pet15478	00002 Documento comprobatorio - Documento comprobatorio_67942c55.pdf	698593	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00002 Documento comprobatorio - Documento comprobatorio_67942c55.pdf
Parte 1/Pet15478	00031 Peticao - Maree Instituicao de Pagamentos Ltda_51ee8e1c.pdf	322426	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00031 Peticao - Maree Instituicao de Pagamentos Ltda_51ee8e1c.pdf
Parte 1/Pet15478	00010 Recibo de peticao eletronica - Recibo de Peticao Eletronica _3b708072.pdf	118428	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00010 Recibo de peticao eletronica - Recibo de Peticao Eletronica _3b708072.pdf
Parte 1/Pet15478	00022 Peticao - Peticao_5bf832c6.pdf	177102	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00022 Peticao - Peticao_5bf832c6.pdf
Parte 1/Pet15478	00036 Certidao - Gerencia de Processos Originarios Criminais _c00b3806.pdf	187151	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00036 Certidao - Gerencia de Processos Originarios Criminais _c00b3806.pdf
Parte 1/Pet15478	00035 Outras pecas - Comprovante de recebimento - Oficio n. 148702026_b9825896.pdf	554296	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00035 Outras pecas - Comprovante de recebimento - Oficio n. 148702026_b9825896.pdf
Parte 1/Pet15478	00009 Documento comprobatorio - Documento comprobatorio_77d8aa6e.pdf	11970343	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00009 Documento comprobatorio - Documento comprobatorio_77d8aa6e.pdf
Parte 1/Pet15478	00018 Comunicacao assinada - Oficio 148202026. Determinacao de diligencias_Relator_1aada68c.pdf	365533	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00018 Comunicacao assinada - Oficio 148202026. Determinacao de diligencias_Relator_1aada68c.pdf
Parte 1/Pet15478	00013 Despacho - Despacho_435a735e.pdf	104609	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00013 Despacho - Despacho_435a735e.pdf
Parte 1/Pet15478	00005 Documento comprobatorio - Documento comprobatorio_06e1ec98.pdf	686270	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00005 Documento comprobatorio - Documento comprobatorio_06e1ec98.pdf
Parte 1/Pet15478	00028 Certidao_84308b15.pdf	174265	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00028 Certidao_84308b15.pdf
Parte 1/Pet15478	00004 Documento comprobatorio - Documento comprobatorio_20679d80.pdf	4519425	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00004 Documento comprobatorio - Documento comprobatorio_20679d80.pdf
Parte 1/Pet15478	00021 Comunicacao assinada - Oficio 148912026. Comunicacao de despachodecisao_Relator_5839c4cd.pdf	195294	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00021 Comunicacao assinada - Oficio 148912026. Comunicacao de despachodecisao_Relator_5839c4cd.pdf
Parte 1/Pet15478	00014 Vista a PGR_c3624f08.pdf	565571	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00014 Vista a PGR_c3624f08.pdf
Parte 1/Pet15478	00006 Documento comprobatorio - Documento comprobatorio_30f5fab5.pdf	1258280	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00006 Documento comprobatorio - Documento comprobatorio_30f5fab5.pdf
Parte 1/Pet15478	00030 Certidao - Gerencia de Processos Originarios Criminais _e05ded8b.pdf	187569	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00030 Certidao - Gerencia de Processos Originarios Criminais _e05ded8b.pdf
Parte 1/Pet15478	00015 Peticao - Peticao_49cba0e1.pdf	356274	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00015 Peticao - Peticao_49cba0e1.pdf
Parte 1/Pet15478	00019 Comunicacao assinada - Oficio 148702026. Determinacao de diligencias_Relator_ce119050.pdf	358421	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00019 Comunicacao assinada - Oficio 148702026. Determinacao de diligencias_Relator_ce119050.pdf
Parte 1/Pet15478	00001 Peticao inicial - Peticao inicial_91588f4f.pdf	4705562	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00001 Peticao inicial - Peticao inicial_91588f4f.pdf
Parte 1/Pet15478	00033 Procuracao - Procuracao_582e4dcb.pdf	1779765	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15478/00033 Procuracao - Procuracao_582e4dcb.pdf
Parte 1/Pet15563	00151 Recibo de peticao eletronica - Recibo de Peticao Eletronica _6a125e60.pdf	117167	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00151 Recibo de peticao eletronica - Recibo de Peticao Eletronica _6a125e60.pdf
Parte 1/Pet15563	00149 Peticao - Peticao_16cd9c02.pdf	333632	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00149 Peticao - Peticao_16cd9c02.pdf
Parte 1/Pet15563	00165 Documentos comprobatorios - Documentos comprobatorios_34789250.pdf	5074677	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00165 Documentos comprobatorios - Documentos comprobatorios_34789250.pdf
Parte 1/Pet15563	00037 Peticao - 247112026 - Comprovante de Inclusao de Restricao Veicular_87d474af.pdf	3719467	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00037 Peticao - 247112026 - Comprovante de Inclusao de Restricao Veicular_87d474af.pdf
Parte 1/Pet15563	00093 Documentos comprobatorios - Documentos comprobatorios_f561c41f.pdf	9039432	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00093 Documentos comprobatorios - Documentos comprobatorios_f561c41f.pdf
Parte 1/Pet15563	00130 Peticao - Peticao_55b888ad.pdf	215596	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00130 Peticao - Peticao_55b888ad.pdf
Parte 1/Pet15563	00062 Peticao - 304922026 - Informacoes do Banco Rabobank International Brasil S.A._63dea765.pdf	954193	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00062 Peticao - 304922026 - Informacoes do Banco Rabobank International Brasil S.A._63dea765.pdf
Parte 1/Pet15563	00018 Comunicacao assinada - Oficio 42212026. Determinacao de diligencias_Relator_f003a813.pdf	190222	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00018 Comunicacao assinada - Oficio 42212026. Determinacao de diligencias_Relator_f003a813.pdf
Parte 1/Pet15563	00007 Documento comprobatorio - Documento comprobatorio_19de62b7.pdf	4869044	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00007 Documento comprobatorio - Documento comprobatorio_19de62b7.pdf
Parte 1/Pet15563	00131 Recibo de peticao eletronica - Recibo de Peticao Eletronica _6f346510.pdf	117149	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00131 Recibo de peticao eletronica - Recibo de Peticao Eletronica _6f346510.pdf
Parte 1/Pet15563	00155 Comunicacao assinada - Mandado 25522026. Mandado de intimacao despachodecisao_SEJ_87b8794a.pdf	261034	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00155 Comunicacao assinada - Mandado 25522026. Mandado de intimacao despachodecisao_SEJ_87b8794a.pdf
Parte 1/Pet15563	00138 Procuracao - Procuracao_a316e010.pdf	185304	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00138 Procuracao - Procuracao_a316e010.pdf
Parte 1/Pet15563	00012 Despacho - Despacho_8ce077bd.pdf	88420	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00012 Despacho - Despacho_8ce077bd.pdf
Parte 1/Pet15563	00108 Documentos comprobatorios - Documentos comprobatorios_45481663.pdf	9219781	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00108 Documentos comprobatorios - Documentos comprobatorios_45481663.pdf
Parte 1/Pet15563	00116 Documentos comprobatorios - Documentos comprobatorios_e802fcdc.pdf	9364141	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00116 Documentos comprobatorios - Documentos comprobatorios_e802fcdc.pdf
Parte 1/Pet15563	00083 Peticao - Peticao_164ec0e2.pdf	699332	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00083 Peticao - Peticao_164ec0e2.pdf
Parte 1/Pet15563	00154 Certidao - de retificacao de autuacao_8cf14ad2.pdf	146894	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00154 Certidao - de retificacao de autuacao_8cf14ad2.pdf
Parte 1/Pet15563	00158 Recibo de peticao eletronica - Recibo de Peticao Eletronica _c003d5f8.pdf	117123	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00158 Recibo de peticao eletronica - Recibo de Peticao Eletronica _c003d5f8.pdf
Parte 1/Pet15563	00171 Recibo de peticao eletronica - Recibo de Peticao Eletronica _3c9d5d80.pdf	117122	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00171 Recibo de peticao eletronica - Recibo de Peticao Eletronica _3c9d5d80.pdf
Parte 1/Pet15563	00147 Peticao - BancoSeguro S.A._b63a1070.pdf	514530	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00147 Peticao - BancoSeguro S.A._b63a1070.pdf
Parte 1/Pet15563	00107 Documentos comprobatorios - Documentos comprobatorios_2bb3dcf3.pdf	8542236	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00107 Documentos comprobatorios - Documentos comprobatorios_2bb3dcf3.pdf
Parte 1/Pet15563	00076 Peticao - BRB_976dd4b7.pdf	901955	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00076 Peticao - BRB_976dd4b7.pdf
Parte 1/Pet15563	00137 Peticao - Peticao_c8ee62c7.pdf	183427	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00137 Peticao - Peticao_c8ee62c7.pdf
Parte 1/Pet15563	00095 Documentos comprobatorios - Documentos comprobatorios_03204c8f.pdf	9326740	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00095 Documentos comprobatorios - Documentos comprobatorios_03204c8f.pdf
Parte 1/Pet15563	00119 Documentos comprobatorios - Documentos comprobatorios_294ae61d.pdf	9242751	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00119 Documentos comprobatorios - Documentos comprobatorios_294ae61d.pdf
Parte 1/Pet15563	00008 Documento comprobatorio - Documento comprobatorio_5513aa17.pdf	76040	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00008 Documento comprobatorio - Documento comprobatorio_5513aa17.pdf
Parte 1/Pet15563	00047 Recibo de peticao eletronica - Recibo de Peticao Eletronica _a3869d31.pdf	117125	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00047 Recibo de peticao eletronica - Recibo de Peticao Eletronica _a3869d31.pdf
Parte 1/Pet15563	00117 Documentos comprobatorios - Documentos comprobatorios_36bd67fb.pdf	9440955	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00117 Documentos comprobatorios - Documentos comprobatorios_36bd67fb.pdf
Parte 1/Pet15563	00042 Peticao - Peticao_853c46fe.pdf	227782	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00042 Peticao - Peticao_853c46fe.pdf
Parte 1/Pet15563	00133 Peticao - 388622026 - Oficio n. 142482026 da Caixa Cartoes Holding S.A._6305c71c.pdf	354149	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00133 Peticao - 388622026 - Oficio n. 142482026 da Caixa Cartoes Holding S.A._6305c71c.pdf
Parte 1/Pet15563	00126 Documentos comprobatorios - Documentos comprobatorios_7bfd8df1.pdf	832483	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00126 Documentos comprobatorios - Documentos comprobatorios_7bfd8df1.pdf
Parte 1/Pet15563	00113 Documentos comprobatorios - Documentos comprobatorios_c3937e69.pdf	7130288	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00113 Documentos comprobatorios - Documentos comprobatorios_c3937e69.pdf
Parte 1/Pet15563	00110 Documentos comprobatorios - Documentos comprobatorios_0a17e628.pdf	9271923	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00110 Documentos comprobatorios - Documentos comprobatorios_0a17e628.pdf
Parte 1/Pet15563	00153 Despacho - Despacho_a9fad6b5.pdf	86461	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00153 Despacho - Despacho_a9fad6b5.pdf
Parte 1/Pet15563	00129 Recibo de peticao eletronica - Recibo de Peticao Eletronica _d6f42a34.pdf	117420	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00129 Recibo de peticao eletronica - Recibo de Peticao Eletronica _d6f42a34.pdf
Parte 1/Pet15563	00014 Certidao - De ausencia de manifestacao_c33b8587.pdf	145633	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00014 Certidao - De ausencia de manifestacao_c33b8587.pdf
Parte 1/Pet15563	00088 Peticao - Peticao_08099b06.pdf	104748	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00088 Peticao - Peticao_08099b06.pdf
Parte 1/Pet15563	00128 Documentos comprobatorios - Documentos comprobatorios_d971490d.pdf	5804802	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00128 Documentos comprobatorios - Documentos comprobatorios_d971490d.pdf
Parte 1/Pet15563	00041 Peticao - OFICIO N. 127702026DIRECBCB - Banco Central do Brasil_fd7d8871.pdf	209185	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00041 Peticao - OFICIO N. 127702026DIRECBCB - Banco Central do Brasil_fd7d8871.pdf
Parte 1/Pet15563	00073 Recibo de peticao eletronica - Recibo de Peticao Eletronica _4c8aa078.pdf	117199	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00073 Recibo de peticao eletronica - Recibo de Peticao Eletronica _4c8aa078.pdf
Parte 1/Pet15563	00109 Documentos comprobatorios - Documentos comprobatorios_4de955fc.pdf	9226528	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00109 Documentos comprobatorios - Documentos comprobatorios_4de955fc.pdf
Parte 1/Pet15563	00028 Comunicacao assinada - Oficio 42262026. Determinacao de diligencias_Relator_ce38309e.pdf	190330	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00028 Comunicacao assinada - Oficio 42262026. Determinacao de diligencias_Relator_ce38309e.pdf
Parte 1/Pet15563	00035 Comunicacao assinada - Oficio 42342026. Comunicacao de despachodecisao_Relator_7520318a.pdf	193997	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00035 Comunicacao assinada - Oficio 42342026. Comunicacao de despachodecisao_Relator_7520318a.pdf
Parte 1/Pet15563	00029 Comunicacao assinada - Oficio 42142026. Determinacao de diligencias_Relator_8f090885.pdf	189744	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00029 Comunicacao assinada - Oficio 42142026. Determinacao de diligencias_Relator_8f090885.pdf
Parte 1/Pet15563	00111 Documentos comprobatorios - Documentos comprobatorios_3cda8d63.pdf	8510180	2026-09-14T00:39:15Z	/sites/STI--CRCS/Shared Documents/-CRCS/Compartilhamento Externo/Processos Judiciais/Arquivos Pet 16704/Parte 1/Pet15563/00111 Documentos comprobatorios - Documentos comprobatorios_3cda8d63.pdf
